Transaction ID,Timestamp,Sender Account ID,Receiver Account ID,Amount,Type,Device ID,IP Address,Location,Account Balance,Suspicious Activity Flag,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation
T1630,1/3/25 18:34,A47679,B17645,217.39,Withdrawal,D587,157.143.181.186,Florida,2096.27,0,1,0,1,0
T1631,1/6/25 9:38,A89731,B52238,5940.53,Deposit,D269,103.220.91.5,New York,2743.49,0,1,0,1,0
T1632,1/2/25 14:47,A75131,B79694,8631.48,Deposit,D137,132.229.216.91,New York,4599.18,0,1,1,0,1
T1633,1/1/25 2:14,A74280,B51773,5844.83,Deposit,D666,0.13.82.30,New York,1501.23,0,1,0,0,0
T1634,1/2/25 11:02,A25762,B26786,2133.14,Transfer,D389,178.120.78.146,Texas,1152.16,0,1,0,0,0
T1635,1/1/25 2:24,A68703,B50693,906.11,Deposit,D657,101.31.56.30,Texas,3242.03,0,1,0,1,0
T1636,1/4/25 16:51,A91434,B36578,6996.26,Transfer,D270,57.228.153.47,California,3799.41,0,1,0,1,0
T1637,1/6/25 22:53,A73079,B56408,7217.98,Transfer,D741,122.40.152.174,Texas,3112.68,0,1,0,1,0
T1638,1/4/25 10:55,A31577,B79702,1726.14,Deposit,D775,181.231.120.184,California,2358.31,0,1,0,1,1
T1639,1/2/25 14:17,A11214,B94845,282.87,Withdrawal,D681,199.60.131.158,New York,2445.72,0,1,0,1,1
T1640,1/6/25 20:12,A96339,B25076,4083.43,Deposit,D391,119.95.225.111,Florida,1598.59,0,1,0,1,1
T1641,1/1/25 11:38,A58114,B29377,5827.6,Deposit,D680,194.40.25.195,New York,2246.86,0,1,0,1,0
T1642,1/3/25 7:59,A99234,B19278,7060.32,Withdrawal,D521,193.18.86.24,Florida,4035.54,1,1,0,1,0
T1643,1/2/25 11:28,A73230,B74808,8099.64,Withdrawal,D204,46.198.7.2,California,2996.56,0,1,0,1,0
T1644,1/6/25 11:10,A42980,B43539,6105.76,Deposit,D665,214.238.32.111,Florida,4563.03,0,1,0,0,0
T1645,1/3/25 20:36,A77194,B21440,1109.7,Deposit,D505,155.21.98.97,California,1672.01,0,0,1,0,0
T1646,1/6/25 20:07,A87806,B36245,6826.13,Transfer,D979,29.46.163.58,California,2769.69,0,1,0,1,0
T1647,1/6/25 19:57,A47792,B32097,9841.78,Withdrawal,D558,13.72.213.219,Florida,3806.43,0,1,0,0,0
T1648,1/4/25 19:34,A55807,B83703,9055.94,Transfer,D974,104.13.206.183,New York,2089.15,0,1,0,1,1
T1649,1/6/25 8:54,A32301,B77092,8716.82,Transfer,D347,228.151.225.247,Texas,2067.38,0,1,0,1,0
T1650,1/6/25 1:56,A15141,B11151,3022.4,Transfer,D408,48.170.236.235,New York,1422.41,0,1,0,0,0
T1651,1/4/25 6:21,A23777,B31698,7508.13,Transfer,D472,2.22.147.108,California,4571.72,0,1,0,0,0
T1652,1/3/25 12:49,A48346,B27601,8511.18,Withdrawal,D205,142.42.207.70,New York,1690.12,0,1,0,0,0
T1653,1/4/25 13:39,A64703,B36807,6783.58,Withdrawal,D960,160.54.125.210,New York,4880.51,0,1,0,1,0
T1654,1/5/25 10:25,A57819,B55302,2506.37,Withdrawal,D414,81.40.145.130,New York,2795.35,0,1,0,1,0
T1655,1/5/25 23:32,A38469,B95864,9538.39,Deposit,D708,2.99.143.170,Texas,4927.14,0,1,0,1,0
T1656,1/2/25 2:11,A13845,B18039,4508.74,Transfer,D953,22.214.142.200,Florida,1161.41,0,0,0,1,0
T1657,1/4/25 2:08,A33290,B57427,1298.93,Deposit,D638,126.57.167.117,Texas,3268.37,0,1,0,1,0
T1658,1/1/25 5:18,A40699,B81839,1098.67,Withdrawal,D171,165.116.81.101,New York,3763.36,0,1,0,0,0
T1659,1/2/25 15:17,A54252,B68049,6475.54,Withdrawal,D477,133.107.228.45,Florida,3065.4,0,0,0,1,0
T1660,1/2/25 16:55,A13293,B29053,4377.66,Deposit,D595,5.212.122.221,New York,3280.41,0,0,0,0,0
T1661,1/5/25 5:40,A67089,B96298,945.74,Transfer,D284,91.147.18.13,California,3153.6,0,1,0,0,0
T1662,1/2/25 20:06,A26608,B99147,7403.91,Withdrawal,D233,64.218.243.95,New York,1597.83,0,0,1,1,0
T1663,1/3/25 20:32,A76273,B65413,7993.45,Transfer,D273,156.158.152.246,Florida,3127.63,0,1,0,1,0
T1664,1/4/25 20:23,A26619,B75958,7254.43,Transfer,D892,198.230.45.179,Texas,3166.92,0,1,1,0,0
T1665,1/1/25 12:49,A88006,B41275,2023.41,Withdrawal,D709,15.107.246.138,Texas,2422.33,0,1,0,0,0
T1666,1/1/25 5:30,A97908,B36597,6898.06,Deposit,D492,17.107.183.233,New York,3429.93,0,0,0,1,0
T1667,1/6/25 3:04,A91653,B87521,108.22,Transfer,D163,183.184.68.249,Texas,2647.62,0,1,0,0,0
T1668,1/3/25 16:53,A24779,B78908,3051.82,Deposit,D514,119.193.201.217,Florida,4020.62,0,1,0,0,0
T1669,1/4/25 15:29,A61040,B91619,3988.82,Transfer,D502,87.89.15.216,Texas,1152.84,1,1,0,1,0
T1670,1/2/25 19:19,A66325,B65188,8352.63,Transfer,D212,101.133.179.124,Texas,1039.8,1,1,0,1,1
T1671,1/2/25 2:52,A31630,B44710,3904.55,Withdrawal,D164,119.182.75.72,New York,3095.68,0,0,0,1,0
T1672,1/2/25 18:23,A22178,B85486,113.68,Deposit,D827,176.233.199.183,Florida,4956.89,0,1,0,0,0
T1673,1/3/25 9:22,A29935,B59050,3524.11,Transfer,D965,222.40.223.198,Florida,2781.84,0,1,0,1,0
T1674,1/1/25 17:27,A57258,B59249,4989.74,Deposit,D500,223.248.105.183,California,1047.52,0,1,0,1,0
T1675,1/6/25 22:56,A32784,B44247,9490.1,Transfer,D389,120.88.224.242,Texas,2268.42,0,1,0,1,0
T1676,1/2/25 18:11,A73722,B80162,9410.4,Deposit,D582,190.117.155.202,Florida,2869,0,0,0,1,0
T1677,1/3/25 9:23,A33027,B36408,1809.56,Deposit,D519,158.182.179.201,California,4604.52,0,1,0,1,1
T1678,1/1/25 0:29,A67853,B86313,1852.28,Withdrawal,D414,65.45.107.3,New York,1485.13,0,1,0,1,0
T1679,1/3/25 23:26,A77359,B80683,1634.65,Transfer,D188,149.172.243.155,California,4697.56,1,1,0,0,1
T1680,1/6/25 0:52,A82388,B15443,7889.43,Transfer,D858,137.193.248.176,California,4760.61,0,0,0,1,0
T1681,1/5/25 2:28,A88608,B10079,61.21,Transfer,D943,94.254.105.214,Florida,3563.83,0,1,0,1,0
T1682,1/2/25 13:05,A86669,B48345,1272.64,Transfer,D760,79.200.50.170,California,1900.73,0,1,0,1,0
T1683,1/4/25 7:36,A25111,B22901,5380.06,Withdrawal,D456,133.120.152.254,New York,3146.83,0,1,1,1,0
T1684,1/5/25 22:35,A42312,B77759,2476.37,Withdrawal,D977,3.239.203.151,Florida,4266.6,0,1,0,1,0
T1685,1/6/25 5:21,A34161,B52732,924.47,Transfer,D851,183.90.239.182,Florida,2432.19,0,1,0,0,0
T1686,1/2/25 1:58,A77313,B89304,3599.42,Deposit,D617,53.2.203.174,Florida,4621.25,0,1,0,1,0
T1687,1/4/25 1:23,A60374,B27507,2742.8,Withdrawal,D848,243.29.75.40,Florida,1347.69,0,1,0,0,1
T1688,1/5/25 13:58,A34014,B91785,5111.53,Deposit,D464,105.182.58.39,New York,2228.74,0,1,0,0,0
T1689,1/1/25 16:34,A90308,B45391,9792.36,Deposit,D366,44.149.14.219,New York,4972.79,0,0,0,1,0
T1690,1/5/25 20:59,A56389,B44171,1243.92,Deposit,D947,16.186.107.239,New York,3335.5,0,1,0,1,0
T1691,1/3/25 12:25,A28161,B61730,3727.89,Transfer,D505,24.42.191.178,Texas,3361.37,0,1,0,1,1
T1692,1/3/25 0:12,A17490,B17485,9319.92,Withdrawal,D849,60.172.130.248,New York,1959.48,0,1,0,0,0
T1693,1/2/25 1:06,A34502,B47748,8768.85,Transfer,D238,163.222.247.206,California,4430.23,0,1,0,1,1
T1694,1/1/25 20:14,A45757,B13878,3943.32,Deposit,D264,237.191.27.106,Florida,2716.33,0,1,0,1,0
T1695,1/2/25 2:00,A51111,B11949,6989.83,Transfer,D893,222.123.172.83,California,4174.15,0,0,1,0,0
T1696,1/3/25 13:09,A93245,B95380,879.48,Deposit,D796,241.236.148.26,New York,4242.74,0,1,0,1,1
T1697,1/2/25 17:32,A68645,B30881,7125.7,Transfer,D765,82.99.75.34,Texas,1699.43,0,1,0,1,0
T1698,1/5/25 22:32,A69055,B61306,9728.6,Transfer,D205,175.96.99.232,Texas,3007.15,0,1,0,1,0
T1699,1/1/25 17:47,A18998,B97150,5375.34,Withdrawal,D248,150.191.12.245,Florida,2535.96,0,1,0,1,0
T1700,1/4/25 11:26,A38906,B99364,4985.4,Withdrawal,D284,157.201.232.147,New York,1619.38,0,1,0,1,0
T1701,1/3/25 1:49,A80192,B19958,1874,Deposit,D509,5.222.146.194,Texas,1493.59,0,1,0,1,0
T1702,1/3/25 23:23,A60477,B69185,6338.25,Deposit,D882,73.9.183.20,California,1183.2,0,1,0,1,0
T1703,1/5/25 21:14,A46901,B18697,5904.78,Deposit,D970,126.55.56.129,Texas,3807.85,0,1,0,1,1
T1704,1/2/25 14:15,A62021,B97160,6519.68,Transfer,D802,236.38.60.172,Florida,4128.6,0,0,1,0,0
T1705,1/5/25 10:05,A39092,B25493,261.81,Deposit,D774,221.109.155.145,Texas,2885.56,0,1,0,1,0
T1706,1/1/25 10:33,A11242,B52801,5487.69,Withdrawal,D300,13.182.58.108,New York,3255.68,1,0,0,1,0
T1707,1/1/25 7:25,A11831,B31199,5949.75,Deposit,D717,146.231.227.40,California,2047.98,0,1,0,1,0
T1708,1/4/25 4:00,A60721,B75792,2076.09,Deposit,D826,139.147.161.124,Florida,3859.2,1,1,0,0,0
T1709,1/4/25 11:31,A38511,B44488,2084.12,Transfer,D935,35.20.55.210,Florida,3335.83,0,1,0,0,1
T1710,1/5/25 20:18,A82782,B40493,2762.91,Withdrawal,D319,40.126.168.170,Texas,4529.26,0,1,0,0,0
T1711,1/5/25 10:02,A28302,B59002,7117.5,Deposit,D956,105.226.199.85,Florida,3984.59,0,1,1,1,0
T1712,1/4/25 18:54,A65568,B33731,6063.05,Withdrawal,D569,234.37.145.7,Texas,1075.74,0,1,0,0,0
T1713,1/3/25 3:44,A13232,B17076,8457.78,Deposit,D828,246.193.147.196,California,4239.4,0,0,0,1,0
T1714,1/1/25 14:34,A61507,B11071,2957.29,Withdrawal,D533,184.105.221.145,Texas,1108.52,0,1,0,1,0
T1715,1/5/25 12:54,A86508,B77602,9120.77,Deposit,D128,107.187.214.244,Florida,4255.38,1,1,0,1,0
T1716,1/4/25 4:14,A20683,B51410,7437.32,Deposit,D849,129.169.63.43,California,4949.07,0,1,0,1,1
T1717,1/4/25 12:09,A33664,B64327,3950.72,Transfer,D163,178.100.105.223,Texas,2923.51,1,0,0,1,1
T1718,1/4/25 14:21,A43172,B71072,953.53,Transfer,D195,64.230.64.117,Florida,1907.59,0,1,0,1,0
T1719,1/1/25 21:50,A93641,B51041,2570.58,Withdrawal,D765,123.181.240.107,Florida,1038.28,0,1,0,1,1
T1720,1/5/25 5:28,A74340,B63326,9567.73,Withdrawal,D639,94.166.135.66,New York,1601.17,0,1,0,1,0
T1721,1/6/25 16:56,A97236,B48549,3104.32,Withdrawal,D609,110.75.249.240,Texas,3015.13,0,1,1,0,0
T1722,1/5/25 13:12,A21017,B63096,3299.68,Withdrawal,D439,225.48.216.163,Texas,4226.34,0,1,0,1,0
T1723,1/4/25 21:49,A46613,B65578,1896.7,Transfer,D787,6.14.84.152,Texas,4485.91,0,0,0,1,1
T1724,1/5/25 10:25,A96130,B56390,8068.7,Withdrawal,D350,239.184.37.36,California,3734.24,0,1,0,1,0
T1725,1/3/25 3:01,A86920,B56052,2757.17,Deposit,D805,121.15.0.174,California,1347.28,0,1,0,1,0
T1726,1/5/25 12:04,A40348,B53167,3303.25,Deposit,D378,179.36.44.141,New York,4965.38,0,1,0,1,1
T1727,1/6/25 20:32,A26448,B64587,4144.07,Deposit,D138,184.161.193.158,New York,3988.42,0,1,0,1,0
T1728,1/3/25 11:10,A19491,B71292,4337.85,Transfer,D168,82.210.171.22,New York,2705.83,0,1,0,1,0
T1729,1/2/25 5:25,A88648,B85419,4114,Withdrawal,D376,93.80.65.138,Florida,4254.7,0,0,0,1,0
T1730,1/4/25 8:09,A68759,B52139,5037.93,Deposit,D219,176.205.232.57,Florida,3354.29,0,1,0,0,0
T1731,1/2/25 11:36,A54553,B97753,8145.31,Deposit,D185,248.28.82.219,New York,3411.13,0,1,0,1,0
T1732,1/3/25 12:07,A10968,B20707,8193.03,Transfer,D276,178.128.132.114,Florida,4885.21,1,1,0,1,0
T1733,1/6/25 11:47,A10368,B23140,7983.33,Transfer,D705,33.124.77.18,New York,4204.51,0,1,0,1,0
T1734,1/2/25 6:26,A83960,B21093,1012.15,Transfer,D191,87.167.80.193,California,2048.6,0,1,1,0,0
T1735,1/6/25 21:18,A45010,B92036,7996.99,Deposit,D519,94.208.191.71,Florida,1700.63,0,1,0,0,0
T1736,1/5/25 7:37,A64154,B82043,1203.4,Transfer,D180,237.144.37.217,Florida,1689.23,0,1,0,1,0
T1737,1/3/25 9:40,A45851,B15830,1248.11,Deposit,D440,252.170.39.172,New York,2818.02,0,0,0,0,1
T1738,1/6/25 4:32,A35496,B40608,9478.68,Withdrawal,D520,167.198.119.87,Texas,2554.26,0,1,0,1,0
T1739,1/6/25 20:30,A40936,B57287,8194.16,Deposit,D327,221.89.29.162,New York,2811.05,0,1,0,1,0
T1740,1/4/25 9:20,A88858,B43427,5524.55,Withdrawal,D994,193.171.131.191,Florida,1250.79,0,1,0,1,0
T1741,1/1/25 21:10,A77005,B94042,8749.83,Deposit,D572,132.175.65.94,Florida,1808.31,0,1,0,1,0
T1742,1/1/25 17:33,A47493,B38395,9893.66,Withdrawal,D187,26.151.55.44,New York,4190,0,0,0,1,0
T1743,1/3/25 20:15,A79795,B27970,6106.81,Deposit,D449,251.67.155.4,New York,4030.4,0,0,0,1,0
T1744,1/4/25 21:23,A46390,B80218,6129.37,Deposit,D739,218.107.46.132,New York,2573.25,1,1,0,0,0
T1745,1/6/25 4:53,A20292,B86475,7544.52,Deposit,D909,4.175.120.72,Florida,2561.85,0,1,0,0,0
T1746,1/2/25 21:09,A38365,B84362,2322.16,Deposit,D289,46.189.154.3,Florida,4535.29,0,1,1,0,0
T1747,1/6/25 12:54,A27207,B33371,1672.08,Transfer,D966,176.215.90.64,Florida,1727.51,0,1,0,1,0
T1748,1/6/25 8:20,A32912,B99895,7596.05,Deposit,D745,95.79.86.219,California,2428.86,1,1,0,1,1
T1749,1/4/25 20:53,A90771,B29266,3449.7,Deposit,D235,60.147.208.99,New York,4053.9,0,1,0,1,0
T1750,1/1/25 11:06,A66572,B29195,1351.57,Transfer,D424,118.108.135.81,California,3298.35,0,1,0,1,0
T1751,1/2/25 19:07,A29276,B37315,3149.46,Transfer,D139,12.200.164.221,New York,1241.06,0,0,0,1,0
T1752,1/5/25 0:35,A15534,B93804,3587.01,Transfer,D749,42.91.237.183,California,1047.3,0,0,0,1,0
T1753,1/2/25 4:09,A45670,B85246,9652.31,Transfer,D386,177.209.19.47,New York,1076.54,0,1,0,1,1
T1754,1/6/25 11:12,A72147,B51581,6979.9,Transfer,D355,99.18.68.225,Texas,3623.93,0,1,0,1,0
T1755,1/4/25 18:51,A46486,B55537,5309.03,Transfer,D897,16.155.35.165,California,3489.96,0,1,0,1,0
T1756,1/1/25 20:25,A75557,B89697,9688.76,Transfer,D696,221.245.81.69,Florida,1178.05,0,0,0,1,1
T1757,1/1/25 9:41,A44268,B85265,9031.49,Transfer,D519,115.153.206.0,Florida,1527.85,0,0,0,1,0
T1758,1/5/25 1:01,A91335,B32184,5120.5,Transfer,D928,80.222.129.163,California,3890.23,0,1,0,1,0
T1759,1/5/25 22:03,A36336,B33279,9056.89,Transfer,D638,183.34.126.26,New York,2238.36,0,1,0,1,0
T1760,1/3/25 9:15,A13641,B36570,4043.64,Transfer,D841,244.194.183.45,California,4966.74,0,0,0,0,0
T1761,1/6/25 6:02,A97132,B53030,2304.98,Withdrawal,D390,147.250.7.92,Florida,2249.94,0,0,0,0,1
T1762,1/5/25 8:19,A42959,B72245,2327.55,Deposit,D415,71.232.113.90,Florida,2342.75,0,0,0,0,0
T1763,1/1/25 23:27,A23306,B65467,6623.49,Deposit,D899,25.102.201.61,Florida,2677.89,0,0,0,0,0
T1764,1/1/25 3:22,A56182,B45133,5011.2,Transfer,D957,93.160.60.227,California,4310.63,0,1,0,1,1
T1765,1/5/25 9:56,A84123,B88731,6589.85,Transfer,D231,147.67.214.28,California,3229.17,0,1,0,1,0
T1766,1/4/25 16:01,A66326,B53805,6861.07,Withdrawal,D702,45.223.164.100,Texas,4428.98,1,0,0,0,0
T1767,1/6/25 18:51,A31498,B53998,224.21,Transfer,D967,242.89.180.132,New York,2708.83,0,1,0,0,0
T1768,1/5/25 12:08,A80198,B27238,541.34,Withdrawal,D840,87.126.106.65,Texas,3433.12,0,0,0,1,0
T1769,1/2/25 9:41,A37197,B91088,5327.24,Deposit,D638,142.45.237.231,Florida,1018.48,0,1,0,1,0
T1770,1/2/25 0:08,A30719,B78264,1911.16,Deposit,D402,243.184.7.164,Texas,3302.19,0,1,1,0,1
T1771,1/3/25 19:54,A35032,B58245,6325.71,Transfer,D381,100.184.252.141,Florida,1322.09,0,1,0,1,0
T1772,1/1/25 18:25,A69624,B33557,5522.31,Withdrawal,D591,132.252.72.213,New York,1772.06,0,1,0,1,0
T1773,1/5/25 18:02,A88177,B80474,5858.02,Withdrawal,D379,122.42.176.122,Texas,4990.15,0,1,0,1,0
T1774,1/1/25 13:04,A51964,B75667,3025.25,Deposit,D599,235.171.183.47,Florida,3548.72,0,1,0,0,0
T1775,1/4/25 2:31,A40028,B95513,6398.8,Deposit,D298,157.160.241.229,Texas,4477.02,0,1,0,1,0
T1776,1/4/25 2:02,A64646,B75074,8295.1,Withdrawal,D474,164.177.236.229,California,1229.3,0,1,0,1,0
T1777,1/3/25 22:45,A91187,B68204,9980.71,Withdrawal,D399,6.194.255.170,California,2538.24,0,1,0,1,0
T1778,1/4/25 5:16,A18536,B35575,8384.61,Deposit,D765,39.31.227.233,New York,4449.76,0,1,0,1,0
T1779,1/1/25 0:36,A66747,B90263,5575.43,Withdrawal,D398,104.182.236.210,New York,2643.14,0,0,0,1,1
T1780,1/6/25 6:01,A55712,B86024,1935.1,Deposit,D654,222.93.110.228,Texas,2014.52,0,1,0,1,0
T1781,1/3/25 3:14,A16273,B30069,6814.78,Withdrawal,D421,88.254.76.203,New York,2923.95,0,1,0,0,0
T1782,1/5/25 18:48,A81820,B34400,9376.6,Transfer,D209,8.247.231.136,New York,2883.76,0,1,0,0,0
T1783,1/2/25 22:28,A84353,B34146,2119.45,Deposit,D722,63.244.172.90,California,4962.74,0,0,0,0,0
T1784,1/6/25 0:51,A95914,B16846,2560.7,Withdrawal,D570,188.232.94.197,Texas,2418.02,0,1,0,1,0
T1785,1/2/25 16:15,A60830,B50352,1490.94,Deposit,D511,92.93.165.202,California,4829.39,0,1,0,1,1
T1786,1/6/25 3:14,A27127,B33694,7367.48,Withdrawal,D612,233.173.123.69,California,4648.13,0,1,0,1,0
T1787,1/2/25 21:08,A93488,B31740,4066.21,Transfer,D579,102.232.63.94,California,2798.04,0,1,0,1,0
T1788,1/5/25 9:50,A21539,B59438,627.89,Transfer,D239,162.11.47.62,Texas,4779.92,0,0,0,1,1
T1789,1/5/25 15:38,A56761,B40996,8749.62,Transfer,D977,172.5.44.89,Texas,3915.51,0,1,0,1,0
T1790,1/6/25 1:08,A56219,B73874,5577.16,Deposit,D789,100.159.195.103,Texas,4540.04,1,0,0,0,0
T1791,1/4/25 0:28,A24692,B69682,3311.61,Transfer,D603,130.126.129.19,California,4567.08,0,1,0,0,1
T1792,1/1/25 6:27,A93656,B54200,3440.49,Deposit,D159,210.38.139.188,New York,1341.84,0,1,0,0,1
T1793,1/2/25 0:25,A23334,B32970,2903.22,Transfer,D282,35.233.91.8,Texas,4587.3,0,1,1,0,0
T1794,1/3/25 12:09,A38615,B20895,4555.35,Deposit,D518,252.43.74.52,New York,2958.32,0,1,0,0,1
T1795,1/2/25 4:39,A17903,B48071,3371.08,Transfer,D893,29.114.65.37,California,3548.14,0,0,0,1,0
T1796,1/2/25 16:40,A38527,B62268,5479.92,Withdrawal,D924,253.37.160.198,Florida,2202.07,0,1,0,0,0
T1797,1/3/25 16:06,A25629,B32258,7735.4,Withdrawal,D832,235.212.54.75,Texas,3582.08,0,1,0,1,0
T1798,1/2/25 2:21,A68008,B98890,6744.94,Deposit,D326,115.84.22.197,New York,1108.31,0,1,0,0,1
T1799,1/5/25 5:23,A93276,B67300,2945.27,Transfer,D490,141.95.48.112,Texas,2484.72,1,1,0,0,0
T1800,1/3/25 9:46,A36708,B71915,5287.88,Transfer,D243,113.44.204.154,California,3514.36,0,1,0,1,0
T1801,1/6/25 22:19,A20860,B18444,8401.42,Withdrawal,D835,202.95.194.48,Texas,1787.49,0,1,0,1,0
T1802,1/5/25 9:06,A27438,B85147,682.99,Transfer,D663,249.1.221.187,California,3690.49,0,1,1,0,0
T1803,1/1/25 4:03,A77300,B86064,783.89,Transfer,D692,193.102.58.220,Florida,4315.53,0,0,0,1,0
T1804,1/5/25 22:33,A81545,B76535,5562.14,Deposit,D760,59.21.88.105,California,1149.35,0,1,0,0,0
T1805,1/6/25 11:06,A30842,B13760,6391.51,Withdrawal,D126,173.52.18.48,Florida,3415.8,0,0,0,1,0
T1806,1/2/25 12:45,A70213,B46884,2114.92,Transfer,D843,207.16.241.126,Florida,3322.51,0,1,0,0,0
T1807,1/3/25 5:57,A52372,B97477,7452.46,Transfer,D722,252.154.234.18,Florida,4128.34,1,1,0,1,0
T1808,1/5/25 7:47,A78906,B36022,6462.99,Deposit,D607,234.233.29.77,New York,3790.04,0,0,0,1,0
T1809,1/5/25 13:00,A48744,B64504,9232.97,Deposit,D983,173.105.63.31,California,2818.48,0,0,0,1,0
T1810,1/6/25 6:35,A67442,B53130,1690.37,Deposit,D690,180.150.35.9,Florida,2418.09,0,1,0,1,0
T1811,1/2/25 14:22,A95990,B53881,7513.99,Deposit,D890,58.101.117.156,California,4942.6,0,1,0,1,0
T1812,1/2/25 9:31,A13650,B72399,837.35,Transfer,D226,10.241.165.244,Texas,3007.11,0,1,0,1,0
T1813,1/5/25 10:14,A55117,B46451,5653.36,Transfer,D555,78.159.90.101,California,2631.72,0,1,0,0,0
T1814,1/3/25 23:32,A62772,B61413,5519.4,Transfer,D380,179.128.232.13,California,4972,0,1,0,1,1
T1815,1/3/25 18:47,A13190,B72278,3884.46,Deposit,D494,130.29.158.128,California,1722.01,0,1,0,0,0
T1816,1/5/25 18:09,A58113,B39639,8445.87,Transfer,D418,173.141.163.173,California,1744.53,0,1,0,0,0
T1817,1/5/25 21:33,A18789,B44621,44.7,Withdrawal,D540,182.163.170.243,New York,4905.89,0,1,0,0,0
T1818,1/6/25 1:54,A42125,B23079,5202.27,Withdrawal,D440,104.42.142.37,Florida,3630.76,0,1,0,1,0
T1819,1/3/25 23:18,A27459,B16895,2172.32,Transfer,D793,88.43.251.108,Florida,3078.96,0,1,0,0,1
T1820,1/6/25 2:38,A45418,B62142,7435.24,Deposit,D218,241.54.54.77,Florida,1271.1,0,1,0,1,1
T1821,1/1/25 5:17,A57085,B22552,431.63,Withdrawal,D877,215.185.106.56,Texas,2423.44,0,0,0,1,0
T1822,1/1/25 18:47,A28768,B58821,8315.72,Transfer,D789,183.129.242.123,Texas,2733.34,1,1,0,0,0
T1823,1/2/25 1:01,A59961,B43630,8381.08,Withdrawal,D812,161.48.63.252,California,3045.62,0,0,0,1,1
T1824,1/6/25 21:00,A91099,B80063,8328.83,Withdrawal,D467,86.135.68.185,New York,2746.27,0,1,0,0,1
T1825,1/3/25 12:20,A37885,B22247,1526.53,Withdrawal,D484,220.170.61.120,New York,2752.44,0,1,0,1,0
T1826,1/5/25 23:40,A97421,B27603,6304.43,Withdrawal,D609,51.32.19.207,California,4979.34,0,0,0,1,1
T1827,1/3/25 2:49,A71082,B55564,144.66,Transfer,D681,228.186.187.190,California,4895.96,1,1,0,1,0
T1828,1/2/25 20:20,A16895,B10527,8479.78,Withdrawal,D257,111.183.36.187,Florida,1344.79,0,1,0,1,0
T1829,1/1/25 9:59,A60311,B66521,7230.03,Transfer,D922,105.104.245.253,Texas,1674.49,0,1,0,0,0
T1830,1/1/25 7:44,A99494,B78458,5312.01,Withdrawal,D709,215.50.28.226,Texas,4766.44,0,1,0,1,0
T1831,1/1/25 0:42,A77067,B15849,7306.18,Withdrawal,D816,136.85.211.39,Texas,2276,1,1,1,0,0
T1832,1/6/25 10:59,A81017,B60314,944.15,Withdrawal,D185,195.170.99.203,Texas,3446.16,0,1,0,1,0
T1833,1/1/25 9:49,A33932,B55724,5287.03,Transfer,D460,22.102.251.7,California,4191.45,0,1,0,1,0
T1834,1/6/25 17:39,A31360,B27230,2913.47,Withdrawal,D891,73.63.150.92,California,2883.5,0,1,0,1,0
T1835,1/3/25 18:03,A64847,B82495,9726.22,Withdrawal,D184,119.108.95.183,Texas,1066.48,0,1,0,1,0
T1836,1/5/25 4:29,A95468,B52730,8571.32,Deposit,D458,141.79.102.239,Florida,4312.3,0,1,0,1,0
T1837,1/4/25 17:41,A48931,B95203,7333.02,Withdrawal,D826,16.19.114.11,Florida,4024.96,1,1,0,1,0
T1838,1/1/25 6:35,A65823,B13323,9337.54,Deposit,D232,200.123.121.71,Florida,1165.73,0,0,0,1,0
T1839,1/4/25 16:06,A48032,B10445,3469.09,Transfer,D486,168.228.84.233,Texas,4589.49,0,1,0,1,1
T1840,1/2/25 17:19,A91426,B92945,9008.9,Withdrawal,D346,159.164.109.17,Florida,4428.05,1,1,0,0,0
T1841,1/5/25 13:00,A28807,B19963,3253.06,Withdrawal,D240,28.134.39.100,California,2100.18,0,0,0,1,1
T1842,1/4/25 15:10,A21767,B60511,7328.23,Deposit,D546,119.133.147.54,Texas,1320.56,0,0,1,1,1
T1843,1/2/25 8:25,A18071,B25437,7364.43,Deposit,D175,183.72.180.200,Florida,2612.69,0,1,0,1,0
T1844,1/4/25 16:21,A63413,B26855,184.48,Withdrawal,D197,199.208.87.231,California,4499.61,0,0,0,0,0
T1845,1/3/25 18:06,A36149,B91947,3611.24,Transfer,D402,124.214.160.21,Texas,2929.65,0,1,0,0,0
T1846,1/3/25 23:07,A25540,B20847,195.31,Deposit,D565,49.238.213.26,California,2126.31,0,0,0,1,0
T1847,1/3/25 9:46,A80248,B13236,9970.92,Withdrawal,D154,47.65.222.140,Florida,1927.06,0,0,1,1,0
T1848,1/3/25 23:16,A95435,B71897,1222.85,Deposit,D404,129.45.70.127,New York,2420.14,0,1,0,1,0
T1849,1/5/25 12:00,A29787,B23487,5428.57,Transfer,D870,10.238.25.190,Florida,4975.8,0,1,0,1,0
T1850,1/4/25 21:31,A30982,B87384,7905.77,Deposit,D633,48.62.20.176,California,4513.7,0,0,0,1,0
T1851,1/4/25 23:35,A32606,B72423,2013.43,Withdrawal,D134,78.79.8.148,New York,3188.17,0,1,0,1,0
T1852,1/4/25 16:24,A20150,B23155,4851.04,Deposit,D639,180.115.242.119,New York,4233.66,0,1,0,1,0
T1853,1/6/25 16:17,A95929,B21255,6074.68,Transfer,D588,54.40.5.0,Texas,2265.09,0,1,0,1,0
T1854,1/6/25 23:57,A56936,B11979,1602.89,Withdrawal,D781,94.191.132.228,New York,3460.84,1,0,0,1,0
